ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-NL_2017-01-26-tweedekamer-4.u1	ParlaMint-NL-en_2017-01-26-tweedekamer-4	u	English	-	-	-	10	118	135	3	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Positive	positive	4.533	1	7	8	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s3	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Positive	mixed positive	3.850	1	14	15	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s4	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Positive	positive	4.553	1	8	9	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s5	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Neutral	neutral positive	2.781	1	11	13	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s6	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Neutral	neutral negative	2.455	1	17	19	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s7	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Neutral	neutral positive	2.537	1	9	10	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s8	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Neutral	neutral positive	2.702	1	13	16	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s9	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Neutral	neutral negative	1.530	1	13	15	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s10	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Neutral	neutral positive	2.830	1	11	12	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s11	ParlaMint-NL_2017-01-26-tweedekamer-4.u1	s	English	Positive	mixed positive	3.573	1	15	18	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.u2	ParlaMint-NL-en_2017-01-26-tweedekamer-4	u	English	-	-	-	44	811	900	11	
ParlaMint-NL_2017-01-26-tweedekamer-4.s13	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Positive	mixed positive	3.838	1	2	3	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s14	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Positive	mixed positive	4.071	1	21	24	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s15	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Positive	mixed positive	4.048	1	28	31	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s16	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Positive	mixed positive	3.976	1	15	16	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s17	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Positive	mixed positive	4.434	1	35	39	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s18	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Neutral	neutral positive	3.074	1	27	32	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s19	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Positive	positive	4.592	1	10	12	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s20	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Neutral	neutral positive	2.680	1	16	18	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s21	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	English	Neutral	neutral positive	2.629	1	17	18	2	
