ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-GB_2022-07-21-commons.u1	ParlaMint-GB_2022-07-21-commons	u	English	-	-	-	10	243	263	17	
ParlaMint-GB_2022-07-21-commons.seg1.1	ParlaMint-GB_2022-07-21-commons.u1	s	English	Neutral	neutral negative	1.938	1	21	23	1	
ParlaMint-GB_2022-07-21-commons.seg1.2	ParlaMint-GB_2022-07-21-commons.u1	s	English	Neutral	neutral negative	2.087	1	20	23	2	
ParlaMint-GB_2022-07-21-commons.seg1.3	ParlaMint-GB_2022-07-21-commons.u1	s	English	Neutral	neutral negative	2.296	1	16	18	3	
ParlaMint-GB_2022-07-21-commons.seg2.1	ParlaMint-GB_2022-07-21-commons.u1	s	English	Positive	mixed positive	4.290	1	26	28	3	
ParlaMint-GB_2022-07-21-commons.seg2.2	ParlaMint-GB_2022-07-21-commons.u1	s	English	Positive	positive	5.305	1	21	24	0	
ParlaMint-GB_2022-07-21-commons.seg2.3	ParlaMint-GB_2022-07-21-commons.u1	s	English	Positive	positive	5.413	1	24	25	0	
ParlaMint-GB_2022-07-21-commons.seg3.1	ParlaMint-GB_2022-07-21-commons.u1	s	English	Positive	mixed positive	4.392	1	29	33	3	
ParlaMint-GB_2022-07-21-commons.seg3.2	ParlaMint-GB_2022-07-21-commons.u1	s	English	Positive	positive	4.820	1	29	30	1	
ParlaMint-GB_2022-07-21-commons.seg3.3	ParlaMint-GB_2022-07-21-commons.u1	s	English	Positive	positive	5.421	1	34	35	2	
ParlaMint-GB_2022-07-21-commons.seg4.1	ParlaMint-GB_2022-07-21-commons.u1	s	English	Positive	positive	5.401	1	23	24	2	
ParlaMint-GB_2022-07-21-commons.u2	ParlaMint-GB_2022-07-21-commons	u	English	-	-	-	2	15	17	0	
ParlaMint-GB_2022-07-21-commons.seg5.1	ParlaMint-GB_2022-07-21-commons.u2	s	English	Neutral	neutral postive	2.767	1	1	2	0	
ParlaMint-GB_2022-07-21-commons.seg5.2	ParlaMint-GB_2022-07-21-commons.u2	s	English	Neutral	neutral postive	3.140	1	14	15	0	
ParlaMint-GB_2022-07-21-commons.u405	ParlaMint-GB_2022-07-21-commons	u	English	-	-	-	81	1926	2097	12	
ParlaMint-GB_2022-07-21-commons.seg859.1	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	4.488	1	7	8	0	
ParlaMint-GB_2022-07-21-commons.seg859.2	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	4.017	1	11	12	0	
ParlaMint-GB_2022-07-21-commons.seg859.3	ParlaMint-GB_2022-07-21-commons.u405	s	English	Neutral	neutral postive	2.586	1	23	26	0	
ParlaMint-GB_2022-07-21-commons.seg859.4	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	positive	5.208	1	13	13	0	
ParlaMint-GB_2022-07-21-commons.seg860.1	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	3.916	1	26	30	0	
ParlaMint-GB_2022-07-21-commons.seg860.2	ParlaMint-GB_2022-07-21-commons.u405	s	English	Neutral	neutral postive	3.009	1	20	23	0	
ParlaMint-GB_2022-07-21-commons.seg860.3	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	positive	4.703	1	26	29	0	
ParlaMint-GB_2022-07-21-commons.seg860.4	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	4.012	1	14	16	1	
ParlaMint-GB_2022-07-21-commons.seg860.5	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	4.094	1	16	16	0	
ParlaMint-GB_2022-07-21-commons.seg861.1	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	positive	4.773	1	11	12	0	
ParlaMint-GB_2022-07-21-commons.seg861.2	ParlaMint-GB_2022-07-21-commons.u405	s	English	Neutral	neutral negative	1.503	1	16	17	0	
ParlaMint-GB_2022-07-21-commons.seg861.3	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	3.872	1	42	47	1	
ParlaMint-GB_2022-07-21-commons.seg861.4	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	3.946	1	35	38	0	
ParlaMint-GB_2022-07-21-commons.seg861.5	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	3.825	1	25	27	0	
ParlaMint-GB_2022-07-21-commons.seg861.6	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	3.523	1	40	43	0	
ParlaMint-GB_2022-07-21-commons.seg862.1	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	3.804	1	26	28	1	
ParlaMint-GB_2022-07-21-commons.seg862.2	ParlaMint-GB_2022-07-21-commons.u405	s	English	Positive	mixed positive	3.578	1	25	29	1	
